wojewodztwo;powiat;miasto;kod_pocztowy;ulica;typ_ulica
mazowieckie;M. Warszawa;Warszawa;02-798;Kuny;ul.
opolskie;opolski;Kup;46-082;Kup;Poczta
ma³opolskie;M. Kraków;Kraków;31-057;Kupa;ul.
ma³opolskie;M. Kraków;Kraków;31-626;Kupa³y;ul.
wielkopolskie;M. Poznañ;Poznañ;61-614;Kupa³y;ul.
³ódzkie;M. £ódŸ;£ódŸ;92-616;Kupa³y;ul.
pomorskie;M. Gdañsk;Gdañsk;80-354;Kupa³y Janka;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-642;Kupa³y Janki;ul.
œl¹skie;M. Katowice;Katowice;40-859;Kupca Jana;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Kupiecka;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-427;Kupiecka;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-671;Kupiecka;ul.
pomorskie;M. Gdañsk;Gdañsk;80-852;Kupiecka;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-426;Kupiecka ;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-058;Kupiecka ;ul.
mazowieckie;M. Warszawa;Warszawa;02-910;Kuracyjna;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-471;Kuracyjna;ul.
lubelskie;M. Lublin;Lublin;20-836;Kurantowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-443;Kurantowa;ul.
mazowieckie;M. Warszawa;Warszawa;02-873;Kurantów;ul.
ma³opolskie;M. Kraków;Kraków;30-603;Kurasia Ferdynanda;ul.
mazowieckie;M. Warszawa;Warszawa;02-747;Kuratowskiego Kazimierza;ul.
wielkopolskie;M. Poznañ;Poznañ;60-177;Kurcewiczówny Heleny;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-483;Kurcyuszowej Heleny;ul.
ma³opolskie;M. Kraków;Kraków;30-868;Kurczaba Jana;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-322;Kurczaki ;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-331;Kurczaki ;ul.
mazowieckie;M. Warszawa;Warszawa;02-203;Kurhan;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-589;Kuriany (kolonia);ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-513;Kuriany (stacja PKP);ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-588;Kuriany (wieœ);ul.
pomorskie;M. Gdañsk;Gdañsk;80-041;Kurierów Armii Krajowej;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-326;Kurka Wincentego;ul.
œl¹skie;tarnogórski;Tarnowskie Góry;42-605;Kurka W³adys³awa;ul.
mazowieckie;M. Warszawa;Warszawa;02-835;Kurkowa;ul.
ma³opolskie;M. Kraków;Kraków;31-504;Kurkowa;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-210;Kurkowa;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-535;Kurkowa;ul.
pomorskie;M. Gdañsk;Gdañsk;80-803;Kurkowa;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-367;Kurkowa;ul.
wielkopolskie;M. Poznañ;Poznañ;61-285;Kurlandzka;ul.
ma³opolskie;M. Kraków;Kraków;31-156;Kurniki;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-537;Kuropatwia;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-419;Kuropatwia;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-512;Kuropatwia;ul.
mazowieckie;M. Warszawa;Warszawa;02-892;Kuropatwy;ul.
ma³opolskie;M. Kraków;Kraków;30-198;Kurozwêckiego Dobies³awa;ul.
lubelskie;pu³awski;Kurów;24-170;Kurów;Poczta
opolskie;M. Opole;Opole;45-804;Kurpierza Franciszka;ul.
mazowieckie;M. Warszawa;Warszawa;02-733;Kurpiñskiego Karola;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-446;Kurpiñskiego Karola;ul.
ma³opolskie;M. Kraków;Kraków;30-864;Kurpiñskiego Karola;ul.
wielkopolskie;M. Poznañ;Poznañ;60-681;Kurpiñskiego Karola;ul.
pomorskie;M. Gdañsk;Gdañsk;80-169;Kurpiñskiego Karola;ul.
pomorskie;M. Gdynia;Gdynia;81-016;Kurpiñskiego Karola;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-096;Kurpiñskiego Karola;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-435;Kurpiñskiego Karola;ul.
mazowieckie;M. Warszawa;Warszawa;03-381;Kurpiowska;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-387;Kurpiowska;ul.
lubelskie;M. Lublin;Lublin;20-730;Kurpiowska;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-620;Kurpiowska;ul.
œl¹skie;M. Katowice;Katowice;40-215;Kurpiowska;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-335;Kurpiowska;ul.
opolskie;M. Opole;Opole;45-819;Kurpiowska;ul.
wielkopolskie;M. Poznañ;Poznañ;60-602;Kurpiowska;ul.
pomorskie;M. Gdynia;Gdynia;81-554;Kurpiowska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-214;Kurpiów;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-854;Kurpiów;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-204;Kurska;ul.
ma³opolskie;M. Kraków;Kraków;30-699;Kury³owicza Adama;ul.
podkarpackie;le¿ajski;Kury³ówka;37-303;Kury³ówka;Poczta
zachodniopomorskie;M. Szczecin;Szczecin;70-795;Kurza;ul.
pomorskie;M. Gdañsk;Gdañsk;80-742;Kurza;ul.
wielkopolskie;M. Poznañ;Poznañ;61-772;Kurza Noga;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-535;Kurza Stopka;ul.
mazowieckie;M. Warszawa;Warszawa;02-296;Kurzawska;ul.
warmiñsko-mazurskie;nowomiejski;Kurzêtnik;13-306;Kurzêtnik;Poczta
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-103;Kurzy Targ;ul.
pomorskie;M. Gdañsk;Gdañsk;80-306;Kurzyñskiego Ignacego;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-216;Kusa;ul.
mazowieckie;M. Warszawa;Warszawa;00-462;Kusociñskiego Janusza;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-045;Kusociñskiego Janusza;ul.
ma³opolskie;M. Kraków;Kraków;30-410;Kusociñskiego Janusza;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-302;Kusociñskiego Janusza;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-330;Kusociñskiego Janusza;ul.
opolskie;M. Opole;Opole;45-230;Kusociñskiego Janusza;ul.
opolskie;brzeski;Brzeg;49-304;Kusociñskiego Janusza;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-237;Kusociñskiego Janusza;ul.
pomorskie;M. Gdañsk;Gdañsk;80-288;Kusociñskiego Janusza;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-004;Kusociñskiego Janusza ;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-054;Kusociñskiego Janusza ;ul.
lubelskie;M. Lublin;Lublin;20-241;Kustronia Józefa;ul.
mazowieckie;M. Warszawa;Warszawa;03-272;Kuszników;ul.
pomorskie;M. Gdañsk;Gdañsk;80-175;Kuszników;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-021;Kusztelana Stanis³awa;ul.
wielkopolskie;nowotomyski;Kuœlin;64-316;Kuœlin;Poczta
ma³opolskie;M. Kraków;Kraków;31-999;Kuœnierska;ul.
œl¹skie;M. Katowice;Katowice;40-320;Kuœnierska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-536;Kuœnierska;ul.
pomorskie;M. Gdañsk;Gdañsk;80-830;Kuœnierska;ul.
pomorskie;M. Gdynia;Gdynia;81-162;Kuœnierska;ul.
³ódzkie;kutnowski;Kutno;99-300;Kutno;Poczta
³ódzkie;kutnowski;Kutno;99-310;Kutno;Poczta
³ódzkie;kutnowski;Kutno;99-301;Kutno;Poczta
³ódzkie;kutnowski;Kutno;99-302;Kutno;Poczta
mazowieckie;M. Warszawa;Warszawa;04-090;Kutnowska;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-218;Kutnowska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-135;Kutnowska;ul.
wielkopolskie;M. Poznañ;Poznañ;61-046;Kutnowska;ul.
pomorskie;M. Gdañsk;Gdañsk;80-646;Kutnowska;ul.
pomorskie;M. Gdynia;Gdynia;81-536;Kutnowska;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-485;Kutnowska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-615;Kutrowa;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-435;Kutrowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-447;Kutrowa;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-208;Kutrów;ul.
mazowieckie;M. Warszawa;Warszawa;01-477;Kutrzeby Tadeusza;ul.
lubelskie;M. Lublin;Lublin;20-378;Kutrzeby Tadeusza;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-332;Kutrzeby Tadeusza;ul.
œl¹skie;raciborski;KuŸnia Raciborska;47-420;KuŸnia Raciborska;Poczta
œl¹skie;raciborski;KuŸnia Raciborska;47-420;KuŸnia Raciborska;Poczta
pomorskie;pucki;KuŸnica;84-130;KuŸnica;Poczta
podlaskie;sokólski;KuŸnica;16-123;KuŸnica;Poczta
œl¹skie;M. D¹browa Górnicza;D¹browa Górnicza;41-300;KuŸnica B³êdowska;ul.
dolnoœl¹skie;milicki;KuŸnica Czeszycka;56-305;KuŸnica Czeszycka;Poczta
œl¹skie;M. Katowice;Katowice;40-783;KuŸnicka;ul.
œl¹skie;miko³owski;Miko³ów;43-195;KuŸnicka;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-557;KuŸnicka;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-459;KuŸnicka;ul.
mazowieckie;M. Warszawa;Warszawa;02-495;KuŸnicy Ko³³¹tajowskiej;ul.
ma³opolskie;M. Kraków;Kraków;31-234;KuŸnicy Ko³³¹tajowskiej;ul.
ma³opolskie;M. Kraków;Kraków;30-144;KuŸnicza;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-138;KuŸnicza;ul.
wielkopolskie;M. Poznañ;Poznañ;60-241;KuŸnicza;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-818;KuŸników;ul.
pomorskie;M. Gdynia;Gdynia;81-601;Kwadratowa;ul.
pomorskie;s³upski;Kwakowo;76-252;Kwakowo;Poczta
mazowieckie;M. Warszawa;Warszawa;04-045;Kwarciana;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-121;Kwarciana;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-322;Kwarcowa;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-758;Kwarcowa;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-790;Kwarcowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-614;Kwarcowa;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-042;Kwarcytowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-327;Kwartalna;ul.
ma³opolskie;M. Kraków;Kraków;31-419;Kwartowa;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-032;Kwasa Zygmunta;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-425;Kwaœna;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-428;Kwaterunkowa;ul.
ma³opolskie;M. Kraków;Kraków;30-898;Kwatery;ul.
mazowieckie;M. Warszawa;Warszawa;04-294;Kwatery G³ównej;ul.
mazowieckie;M. Warszawa;Warszawa;03-984;Kwiatkowskiego Eugeniusza;ul.
lubelskie;M. Lublin;Lublin;20-375;Kwiatkowskiego Eugeniusza;ul.
ma³opolskie;M. Kraków;Kraków;30-135;Kwiatkowskiego Eugeniusza;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-311;Kwiatkowskiego Eugeniusza;ul.
œl¹skie;M. Katowice;Katowice;40-824;Kwiatkowskiego Eugeniusza;ul.
œl¹skie;M. D¹browa Górnicza;D¹browa Górnicza;41-303;Kwiatkowskiego Eugeniusza;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Kwiatkowskiego Eugeniusza;ul.
opolskie;M. Opole;Opole;45-459;Kwiatkowskiego Eugeniusza;ul.
wielkopolskie;M. Poznañ;Poznañ;61-417;Kwiatkowskiego Eugeniusza;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-343;Kwiatkowskiego Eugeniusza;ul.
pomorskie;M. Gdañsk;Gdañsk;80-299;Kwiatkowskiego Eugeniusza;ul.
pomorskie;M. Gdynia;Gdynia;81-156;Kwiatkowskiego Eugeniusza;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-791;Kwiatkowskiego Eugeniusza;ul.
mazowieckie;M. Warszawa;Warszawa/Weso³a;05-075;Kwiatowa;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-242;Kwiatowa;ul.
lubelskie;M. Lublin;Lublin;20-425;Kwiatowa;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-603;Kwiatowa;ul.
ma³opolskie;M. Kraków;Kraków;30-437;Kwiatowa;ul.
œl¹skie;M. Katowice;Katowice;40-465;Kwiatowa;ul.
œl¹skie;M. Chorzów;Chorzów;41-500;Kwiatowa;ul.
œl¹skie;M. Bytom;Bytom;41-902;Kwiatowa;ul.
œl¹skie;zawierciañski;Zawiercie;42-400;Kwiatowa;ul.
œl¹skie;bêdziñski;Bêdzin;42-506;Kwiatowa;ul.
œl¹skie;miko³owski;Miko³ów;43-195;Kwiatowa;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-303;Kwiatowa;ul.
œl¹skie;M. Jastrzêbie-Zdrój;Jastrzêbie-Zdrój;44-268;Kwiatowa;ul.
opolskie;M. Opole;Opole;45-569;Kwiatowa;ul.
opolskie;kêdzierzyñsko-kozielski;Kêdzierzyn-KoŸle;47-224;Kwiatowa;ul.
œl¹skie;raciborski;Racibórz;47-411;Kwiatowa;ul.
opolskie;brzeski;Brzeg;49-300;Kwiatowa;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-120;Kwiatowa;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-779;Kwiatowa;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-045;Kwiatowa;ul.
pomorskie;M. Gdañsk;Gdañsk;80-690;Kwiatowa;ul.
pomorskie;M. Gdynia;Gdynia;81-638;Kwiatowa;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-047;Kwiatowa;ul.
wielkopolskie;M. Poznañ;Poznañ;61-881;Kwiatowa ;ul.
œl¹skie;M. Mys³owice;Mys³owice;41-400;Kwiatowa ;ul.
wielkopolskie;M. Poznañ;Poznañ;61-882;Kwiatowa ;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-227;Kwiatowa ;ul.
mazowieckie;M. Warszawa;Warszawa;02-579;Kwiatowa ;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-238;Kwiatowa ;ul.
mazowieckie;M. Warszawa;Warszawa;02-539;Kwiatowa ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-115;Kwiatowa ;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-102;Kwiatowa ;ul.
œl¹skie;M. Mys³owice;Mys³owice;41-406;Kwiatowa ;ul.
œl¹skie;tarnogórski;Tarnowskie Góry;42-606;Kwiatów;Al.
lubelskie;M. Lublin;Lublin;20-834;Kwiatów Polnych;ul.
mazowieckie;M. Warszawa;Warszawa;04-770;Kwiatów Polskich;ul.
ma³opolskie;M. Kraków;Kraków;31-581;Kwiatów Polskich;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-499;Kwiatów Polskich;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-214;Kwiatów Polskich;ul.
pomorskie;kwidzyñski;Kwidzyn;82-504;Kwidzyn;Poczta
pomorskie;kwidzyñski;Kwidzyn;82-500;Kwidzyn;Poczta
pomorskie;kwidzyñski;Kwidzyn;82-501;Kwidzyn;Poczta
pomorskie;kwidzyñski;Kwidzyn;82-502;Kwidzyn;Poczta
pomorskie;kwidzyñski;Kwidzyn;82-503;Kwidzyn;Poczta
pomorskie;kwidzyñski;Kwidzyn;82-505;Kwidzyn;Poczta
pomorskie;kwidzyñski;Kwidzyn;82-500;Kwidzyn;Poczta
mazowieckie;M. Warszawa;Warszawa;04-695;Kwidzyñska;ul.
wielkopolskie;M. Poznañ;Poznañ;60-453;Kwidzyñska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;70-851;Kwidzyñska;ul.
pomorskie;M. Gdañsk;Gdañsk;80-299;Kwidzyñska;ul.
pomorskie;M. Gdynia;Gdynia;81-306;Kwidzyñska;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-383;Kwidzyñska;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-334;Kwidzyñska;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-416;Kwidzyñska ;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-415;Kwidzyñska ;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;51-427;Kwidzyñska ;ul.
ma³opolskie;M. Kraków;Kraków;30-389;Kwiecista;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-345;Kwiecista;ul.
ma³opolskie;M. Kraków;Kraków;30-607;Kwietna;ul.
œl¹skie;miko³owski;Miko³ów;43-190;Kwietna;ul.
œl¹skie;M. Bielsko-Bia³a;Bielsko-Bia³a;43-300;Kwietna;ul.
pomorskie;M. Gdañsk;Gdañsk;80-330;Kwietna;ul.
œl¹skie;M. Bytom;Bytom;41-902;Kwietniewskiego Józefa;ul.
podkarpackie;M. Rzeszów;Rzeszów;35-303;Kwietniowa;ul.
œl¹skie;zawierciañski;Zawiercie;42-400;Kwietniowa;ul.
pomorskie;M. Gdañsk;Gdañsk;80-178;Kwietniowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-361;Kwietniowa;ul.
wielkopolskie;miêdzychodzki;Kwilcz;64-420;Kwilcz;Poczta
wielkopolskie;M. Poznañ;Poznañ;61-054;Kwiryny;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-210;Kwiska;ul.
mazowieckie;M. Warszawa;Warszawa;01-926;Kwitn¹ca;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-242;Kwitn¹ca;ul.
mazowieckie;M. Warszawa;Warszawa;02-202;Kwitn¹cego Sadu;ul.
mazowieckie;M. Warszawa;Warszawa;04-817;Kwitn¹cej Akacji;ul.
mazowieckie;M. Warszawa;Warszawa;02-971;Kwitn¹cej £¹ki;ul.
mazowieckie;M. Warszawa;Warszawa;04-965;Kwitn¹cej Wiœni;ul.
opolskie;M. Opole;Opole;45-771;Kwoczka Jana;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-822;Laboratoryjna;ul.
mazowieckie;M. Warszawa;Warszawa;02-786;Lachmana Wac³awa;ul.
ma³opolskie;suski;Lachowice;34-232;Lachowice;Poczta
ma³opolskie;suski;Lachowice;34-232;Lachowice;Poczta
wielkopolskie;M. Poznañ;Poznañ;61-333;Lachowicka;ul.
podlaskie;kolneñski;Lachowo;18-505;Lachowo;Poczta
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-435;Lagunowa;ul.
mazowieckie;M. Warszawa;Warszawa;02-192;Lajkonika;ul.
ma³opolskie;M. Kraków;Kraków;30-216;Lajkonika;ul.
opolskie;M. Opole;Opole;45-840;Lajkonika;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-019;Lajkonika;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-119;Lajkonika;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;53-205;Lakiernicza;ul.
mazowieckie;M. Warszawa;Warszawa;04-244;Lakowa;ul.
mazowieckie;M. Warszawa;Warszawa;02-829;Lalewicza Mariana;ul.
mazowieckie;M. Warszawa;Warszawa;02-495;Lalki;ul.
mazowieckie;M. Warszawa;Warszawa;02-830;Lambady;ul.
œl¹skie;M. Œwiêtoch³owice;Œwiêtoch³owice;41-608;Lampego Alfreda;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-528;Lanca Jerzego;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-529;Lanca Jerzego;ul.
mazowieckie;M. Warszawa;Warszawa;02-792;Lanciego Franciszka Marii;ul.
ma³opolskie;wadowicki;Lanckorona;34-143;Lanckorona;Poczta
ma³opolskie;wadowicki;Lanckorona;34-143;Lanckorona;Poczta
ma³opolskie;M. Kraków;Kraków;30-545;Lanckoroñska;ul.
ma³opolskie;M. Kraków;Kraków;30-698;Landaua Lwa;ul.
ma³opolskie;M. Kraków;Kraków;30-694;Lande Jerzego;ul.
mazowieckie;M. Warszawa;Warszawa;03-720;Landowskiego Jana Leona;ul.
mazowieckie;M. Warszawa;Warszawa;03-107;Landwarowska;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-433;Lange Oskara;ul.
mazowieckie;M. Warszawa;Warszawa;02-685;Langego Oskara;ul.
œl¹skie;M. Katowice;Katowice;40-749;Langego Oskara;ul.
œl¹skie;M. Siemianowice Œl¹skie;Siemianowice Œl¹skie;41-106;Langego Oskara;ul.
œl¹skie;miko³owski;Miko³ów;43-195;Langego Oskara;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-791;Langego Oskara;ul.
mazowieckie;M. Warszawa;Warszawa;02-071;Langiewicza Mariana;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-381;Langiewicza Mariana;ul.
ma³opolskie;M. Kraków;Kraków;31-425;Langiewicza Mariana;ul.
œl¹skie;M. Chorzów;Chorzów;41-503;Langiewicza Mariana;ul.
wielkopolskie;M. Poznañ;Poznañ;61-502;Langiewicza Mariana;ul.
pomorskie;M. Sopot;Sopot;81-737;Langiewicza Mariana;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-059;Langiewicza Mariana;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-407;Langiewicza Mariana;ul.
lubelskie;M. Lublin;Lublin;20-032;Langiewicza Mariana ;ul.
lubelskie;M. Lublin;Lublin;20-035;Langiewicza Mariana ;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-617;Lansjerów;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;52-114;Laotañska;ul.
mazowieckie;M. Warszawa;Warszawa;03-289;Lapoñska;ul.
zachodniopomorskie;M. Szczecin;Szczecin;71-791;Lapoñska;ul.
œl¹skie;M. Mys³owice;Mys³owice;41-404;Laryska;ul.
œl¹skie;tarnogórski;Tarnowskie Góry;42-680;Laryszowska;ul.
ma³opolskie;M. Kraków;Kraków;30-405;Lasek;ul.
mazowieckie;M. Warszawa;Warszawa;02-792;Lasek Brzozowy;ul.
mazowieckie;M. Warszawa;Warszawa/Weso³a;05-077;Lasek Brzozowy;ul.
mazowieckie;M. Warszawa;Warszawa;01-490;Laserowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-165;Laserowa;ul.
dolnoœl¹skie;z¹bkowicki;Laski;57-251;Laski;Poczta
œl¹skie;M. D¹browa Górnicza;D¹browa Górnicza;41-303;Laski;ul.
ma³opolskie;limanowski;Laskowa;34-602;Laskowa;Poczta
mazowieckie;M. Warszawa;Warszawa;01-214;Laskowa;ul.
lubelskie;M. Lublin;Lublin;20-782;Laskowa;ul.
œwiêtokrzyskie;M. Kielce;Kielce;25-826;Laskowa;ul.
ma³opolskie;M. Kraków;Kraków;30-852;Laskowa;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;50-510;Laskowa;ul.
wielkopolskie;M. Poznañ;Poznañ;61-441;Laskowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-443;Laskowa;ul.
kujawsko-pomorskie;œwiecki;Laskowice;86-130;Laskowice;Poczta
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-558;Laskowicka;ul.
³ódzkie;M. £ódŸ;£ódŸ;94-111;Laskowicka;ul.
œl¹skie;M. Katowice;Katowice;40-749;Laskowskiego Józefa;ul.
lubelskie;M. Lublin;Lublin;20-612;Lasockiego Wac³awa;ul.
ma³opolskie;M. Kraków;Kraków;30-698;Lasogórska;ul.
opolskie;kêdzierzyñsko-kozielski;Kêdzierzyn-KoŸle;47-200;Lasoki;ul.
ma³opolskie;M. Kraków;Kraków;30-539;Lasoty;Plac
œl¹skie;raciborski;Racibórz;47-400;Lasoty Bartka;ul.
opolskie;kluczborski;Lasowice Ma³e;46-280;Lasowice Ma³e;Poczta
opolskie;kluczborski;Lasowice Wielkie;46-282;Lasowice Wielkie;Poczta
œl¹skie;tarnogórski;Tarnowskie Góry;42-600;Lasowicka;ul.
ma³opolskie;M. Kraków;Kraków;31-999;Lasowisko;ul.
ma³opolskie;M. Kraków;Kraków;30-718;Lasówka;ul.
pomorskie;M. Gdañsk;Gdañsk;80-880;Lastadia;ul.
ma³opolskie;M. Kraków;Kraków;30-662;Laszczki Konstantego;ul.
podkarpackie;jaros³awski;Laszki;37-543;Laszki;Poczta
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;10-687;Laszki Boles³awa;ul.
pomorskie;M. Gdañsk;Gdañsk;80-834;Latarniana;ul.
mazowieckie;M. Warszawa;Warszawa;02-416;Latarnika ;ul.
mazowieckie;M. Warszawa;Warszawa;02-423;Latarnika ;ul.
dolnoœl¹skie;M. Wroc³aw;Wroc³aw;54-130;Latawcowa;ul.
wielkopolskie;M. Poznañ;Poznañ;60-407;Latawcowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;93-469;Latawcowa;ul.
mazowieckie;M. Warszawa;Warszawa;02-998;Latoszki;ul.
mazowieckie;miñski;Latowicz;05-334;Latowicz;Poczta
wielkopolskie;M. Poznañ;Poznañ;60-408;Latwisa Stanis³awa;ul.
mazowieckie;M. Warszawa;Warszawa;04-050;Latyczowska;ul.
ma³opolskie;M. Kraków;Kraków;30-389;Laudañska;ul.
wielkopolskie;M. Poznañ;Poznañ;60-178;Laudañska;ul.
mazowieckie;M. Warszawa;Warszawa;03-197;Laurowa;ul.
wielkopolskie;M. Poznañ;Poznañ;61-680;Laurowa;ul.
zachodniopomorskie;M. Koszalin;Koszalin;75-685;Laurowa;ul.
pomorskie;M. Gdynia;Gdynia;81-589;Laurowa;ul.
kujawsko-pomorskie;M. Bydgoszcz;Bydgoszcz;85-485;Laurowa;ul.
³ódzkie;M. £ódŸ;£ódŸ;91-486;Laurowa;ul.
lubelskie;M. Lublin;Lublin;20-711;Laury;ul.
lubuskie;M. Zielona Góra;Zielona Góra;65-343;Laury;ul.
mazowieckie;M. Warszawa;Warszawa;04-876;Lawendowa;ul.
mazowieckie;M. Warszawa;Warszawa/Weso³a;05-077;Lawendowa;ul.
warmiñsko-mazurskie;M. Olsztyn;Olsztyn;11-041;Lawendowa;ul.
podlaskie;M. Bia³ystok;Bia³ystok;15-642;Lawendowa;ul.
lubelskie;M. Lublin;Lublin;20-827;Lawendowa;ul.
